Todesursache;Total_TU;Alter;Todesfälle;Total_AK;Jahr;Geschlecht;Grösse;Kategorie
Tuberkulose;14.0;15-44J;0.0;1252.0;2009;Mann;0.0;Infektiöse Krankheiten
AIDS;29.0;15-44J;6.0;1252.0;2009;Mann;0.004792332268370607;Infektiöse Krankheiten
Bösartige Tumoren;8824.0;15-44J;179.0;1252.0;2009;Mann;0.14297124600638977;Bösartige Tumoren
Magen;304.0;15-44J;17.0;1252.0;2009;Mann;0.013578274760383386;Bösartige Tumoren
Dickdarm;623.0;15-44J;10.0;1252.0;2009;Mann;0.007987220447284345;Bösartige Tumoren
Lunge;1922.0;15-44J;22.0;1252.0;2009;Mann;0.01757188498402556;Bösartige Tumoren
Brust;12.0;15-44J;0.0;1252.0;2009;Mann;0.0;Bösartige Tumoren
Prostata;1277.0;15-44J;2.0;1252.0;2009;Mann;0.001597444089456869;Bösartige Tumoren
Diabetes mellitus;667.0;15-44J;7.0;1252.0;2009;Mann;0.005591054313099041;Diabetes mellitus
Demenz;1375.0;15-44J;0.0;1252.0;2009;Mann;0.0;Demenz
Kreislaufsystem;9872.0;15-44J;123.0;1252.0;2009;Mann;0.09824281150159744;Kreislaufsystem
Herzkrankheiten  insgesamt;7744.0;15-44J;98.0;1252.0;2009;Mann;0.07827476038338659;Kreislaufsystem
Ischämische Herzkrankheiten;4479.0;15-44J;41.0;1252.0;2009;Mann;0.03274760383386582;Kreislaufsystem
Lungenembolie;113.0;15-44J;4.0;1252.0;2009;Mann;0.003194888178913738;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1511.0;15-44J;17.0;1252.0;2009;Mann;0.013578274760383386;Kreislaufsystem
Atmungsorgane insgesamt;2128.0;15-44J;19.0;1252.0;2009;Mann;0.015175718849840255;Atmungsorgane insgesamt
Grippe;21.0;15-44J;0.0;1252.0;2009;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;619.0;15-44J;8.0;1252.0;2009;Mann;0.006389776357827476;Atmungsorgane insgesamt
Chronische Bronchitis;1136.0;15-44J;2.0;1252.0;2009;Mann;0.001597444089456869;Atmungsorgane insgesamt
Asthma;26.0;15-44J;2.0;1252.0;2009;Mann;0.001597444089456869;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;311.0;15-44J;18.0;1252.0;2009;Mann;0.01437699680511182;Alkoholische Leberzirrhose
Harnorgane;374.0;15-44J;1.0;1252.0;2009;Mann;0.0007987220447284345;Harnorgane
Kongenitale Missbildungen;121.0;15-44J;16.0;1252.0;2009;Mann;0.012779552715654952;Kongenitale Missbildungen
Perinatale Todesursachen;120.0;15-44J;2.0;1252.0;2009;Mann;0.001597444089456869;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2219.0;15-44J;674.0;1252.0;2009;Mann;0.5383386581469649;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1292.0;15-44J;350.0;1252.0;2009;Mann;0.2795527156549521;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;276.0;15-44J;116.0;1252.0;2009;Mann;0.0926517571884984;Unfälle und Gewalteinwirkungen
Suizid;827.0;15-44J;291.0;1252.0;2009;Mann;0.23242811501597443;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;331.0;45-64J;60.0;4939.0;2009;Mann;0.012148208139299453;Infektiöse Krankheiten
Tuberkulose;14.0;45-64J;1.0;4939.0;2009;Mann;0.00020247013565499088;Infektiöse Krankheiten
AIDS;29.0;45-64J;17.0;4939.0;2009;Mann;0.003441992306134845;Infektiöse Krankheiten
Bösartige Tumoren;8824.0;45-64J;1982.0;4939.0;2009;Mann;0.40129580886819194;Bösartige Tumoren
Magen;304.0;45-64J;69.0;4939.0;2009;Mann;0.013970439360194372;Bösartige Tumoren
Dickdarm;623.0;45-64J;122.0;4939.0;2009;Mann;0.02470135654990889;Bösartige Tumoren
Lunge;1922.0;45-64J;530.0;4939.0;2009;Mann;0.10730917189714517;Bösartige Tumoren
Brust;12.0;45-64J;2.0;4939.0;2009;Mann;0.00040494027130998176;Bösartige Tumoren
Prostata;1277.0;45-64J;67.0;4939.0;2009;Mann;0.01356549908888439;Bösartige Tumoren
Diabetes mellitus;667.0;45-64J;81.0;4939.0;2009;Mann;0.01640008098805426;Diabetes mellitus
Demenz;1375.0;45-64J;22.0;4939.0;2009;Mann;0.004454342984409799;Demenz
Kreislaufsystem;9872.0;45-64J;1152.0;4939.0;2009;Mann;0.2332455962745495;Kreislaufsystem
Herzkrankheiten  insgesamt;7744.0;45-64J;978.0;4939.0;2009;Mann;0.1980157926705811;Kreislaufsystem
Ischämische Herzkrankheiten;4479.0;45-64J;629.0;4939.0;2009;Mann;0.12735371532698928;Kreislaufsystem
Lungenembolie;113.0;45-64J;15.0;4939.0;2009;Mann;0.003037052034824863;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1511.0;45-64J;110.0;4939.0;2009;Mann;0.022271714922048998;Kreislaufsystem
Atmungsorgane insgesamt;2128.0;45-64J;164.0;4939.0;2009;Mann;0.0332051022474185;Atmungsorgane insgesamt
Grippe;21.0;45-64J;2.0;4939.0;2009;Mann;0.00040494027130998176;Atmungsorgane insgesamt
Pneumonie;619.0;45-64J;38.0;4939.0;2009;Mann;0.0076938651548896534;Atmungsorgane insgesamt
Chronische Bronchitis;1136.0;45-64J;92.0;4939.0;2009;Mann;0.018627252480259163;Atmungsorgane insgesamt
Asthma;26.0;45-64J;5.0;4939.0;2009;Mann;0.0010123506782749544;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;311.0;45-64J;177.0;4939.0;2009;Mann;0.035837214010933385;Alkoholische Leberzirrhose
Harnorgane;374.0;45-64J;13.0;4939.0;2009;Mann;0.0026321117635148814;Harnorgane
Kongenitale Missbildungen;121.0;45-64J;36.0;4939.0;2009;Mann;0.007288924883579672;Kongenitale Missbildungen
Perinatale Todesursachen;120.0;45-64J;0.0;4939.0;2009;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2219.0;45-64J;567.0;4939.0;2009;Mann;0.11480056691637984;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1292.0;45-64J;230.0;4939.0;2009;Mann;0.04656813120064791;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;276.0;45-64J;76.0;4939.0;2009;Mann;0.015387730309779307;Unfälle und Gewalteinwirkungen
Suizid;827.0;45-64J;307.0;4939.0;2009;Mann;0.062158331646082206;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;331.0;65-84J;161.0;14907.0;2009;Mann;0.01080029516334608;Infektiöse Krankheiten
Tuberkulose;14.0;65-84J;9.0;14907.0;2009;Mann;0.0006037432078889113;Infektiöse Krankheiten
AIDS;29.0;65-84J;5.0;14907.0;2009;Mann;0.00033541289327161737;Infektiöse Krankheiten
Bösartige Tumoren;8824.0;65-84J;5237.0;14907.0;2009;Mann;0.351311464412692;Bösartige Tumoren
Magen;304.0;65-84J;176.0;14907.0;2009;Mann;0.011806533843160931;Bösartige Tumoren
Dickdarm;623.0;65-84J;373.0;14907.0;2009;Mann;0.025021801838062654;Bösartige Tumoren
Lunge;1922.0;65-84J;1206.0;14907.0;2009;Mann;0.08090158985711411;Bösartige Tumoren
Brust;12.0;65-84J;9.0;14907.0;2009;Mann;0.0006037432078889113;Bösartige Tumoren
Prostata;1277.0;65-84J;774.0;14907.0;2009;Mann;0.05192191587844637;Bösartige Tumoren
Diabetes mellitus;667.0;65-84J;384.0;14907.0;2009;Mann;0.025759710203260212;Diabetes mellitus
Demenz;1375.0;65-84J;554.0;14907.0;2009;Mann;0.037163748574495205;Demenz
Kreislaufsystem;9872.0;65-84J;4771.0;14907.0;2009;Mann;0.3200509827597773;Kreislaufsystem
Herzkrankheiten  insgesamt;7744.0;65-84J;3681.0;14907.0;2009;Mann;0.2469309720265647;Kreislaufsystem
Ischämische Herzkrankheiten;4479.0;65-84J;2246.0;14907.0;2009;Mann;0.15066747165761052;Kreislaufsystem
Lungenembolie;113.0;65-84J;59.0;14907.0;2009;Mann;0.003957872140605085;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1511.0;65-84J;751.0;14907.0;2009;Mann;0.05037901656939693;Kreislaufsystem
Atmungsorgane insgesamt;2128.0;65-84J;1139.0;14907.0;2009;Mann;0.07640705708727444;Atmungsorgane insgesamt
Grippe;21.0;65-84J;9.0;14907.0;2009;Mann;0.0006037432078889113;Atmungsorgane insgesamt
Pneumonie;619.0;65-84J;278.0;14907.0;2009;Mann;0.018648956865901924;Atmungsorgane insgesamt
Chronische Bronchitis;1136.0;65-84J;663.0;14907.0;2009;Mann;0.04447574964781646;Atmungsorgane insgesamt
Asthma;26.0;65-84J;11.0;14907.0;2009;Mann;0.0007379083651975582;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;311.0;65-84J;111.0;14907.0;2009;Mann;0.0074461662306299055;Alkoholische Leberzirrhose
Harnorgane;374.0;65-84J;187.0;14907.0;2009;Mann;0.01254444220835849;Harnorgane
Kongenitale Missbildungen;121.0;65-84J;17.0;14907.0;2009;Mann;0.0011404038371234991;Kongenitale Missbildungen
Perinatale Todesursachen;120.0;65-84J;0.0;14907.0;2009;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2219.0;65-84J;628.0;14907.0;2009;Mann;0.04212785939491514;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1292.0;65-84J;417.0;14907.0;2009;Mann;0.027973435298852888;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;276.0;65-84J;51.0;14907.0;2009;Mann;0.003421211511370497;Unfälle und Gewalteinwirkungen
Suizid;827.0;65-84J;182.0;14907.0;2009;Mann;0.012209029315086871;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;331.0;85+;83.0;8679.0;2009;Mann;0.00956331374582325;Infektiöse Krankheiten
Tuberkulose;14.0;85+;4.0;8679.0;2009;Mann;0.0004608825901601567;Infektiöse Krankheiten
AIDS;29.0;85+;0.0;8679.0;2009;Mann;0.0;Infektiöse Krankheiten
Bösartige Tumoren;8824.0;85+;1412.0;8679.0;2009;Mann;0.16269155432653531;Bösartige Tumoren
Magen;304.0;85+;42.0;8679.0;2009;Mann;0.004839267196681645;Bösartige Tumoren
Dickdarm;623.0;85+;118.0;8679.0;2009;Mann;0.013596036409724623;Bösartige Tumoren
Lunge;1922.0;85+;164.0;8679.0;2009;Mann;0.018896186196566425;Bösartige Tumoren
Brust;12.0;85+;1.0;8679.0;2009;Mann;0.00011522064754003918;Bösartige Tumoren
Prostata;1277.0;85+;434.0;8679.0;2009;Mann;0.050005761032377;Bösartige Tumoren
Diabetes mellitus;667.0;85+;195.0;8679.0;2009;Mann;0.02246802627030764;Diabetes mellitus
Demenz;1375.0;85+;799.0;8679.0;2009;Mann;0.0920612973844913;Demenz
Kreislaufsystem;9872.0;85+;3824.0;8679.0;2009;Mann;0.4406037561931098;Kreislaufsystem
Herzkrankheiten  insgesamt;7744.0;85+;2985.0;8679.0;2009;Mann;0.34393363290701695;Kreislaufsystem
Ischämische Herzkrankheiten;4479.0;85+;1563.0;8679.0;2009;Mann;0.18008987210508123;Kreislaufsystem
Lungenembolie;113.0;85+;35.0;8679.0;2009;Mann;0.004032722663901371;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1511.0;85+;633.0;8679.0;2009;Mann;0.07293466989284479;Kreislaufsystem
Atmungsorgane insgesamt;2128.0;85+;804.0;8679.0;2009;Mann;0.0926374006221915;Atmungsorgane insgesamt
Grippe;21.0;85+;9.0;8679.0;2009;Mann;0.0010369858278603526;Atmungsorgane insgesamt
Pneumonie;619.0;85+;295.0;8679.0;2009;Mann;0.03399009102431156;Atmungsorgane insgesamt
Chronische Bronchitis;1136.0;85+;379.0;8679.0;2009;Mann;0.04366862541767485;Atmungsorgane insgesamt
Asthma;26.0;85+;8.0;8679.0;2009;Mann;0.0009217651803203134;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;311.0;85+;5.0;8679.0;2009;Mann;0.0005761032377001959;Alkoholische Leberzirrhose
Harnorgane;374.0;85+;173.0;8679.0;2009;Mann;0.019933172024426776;Harnorgane
Kongenitale Missbildungen;121.0;85+;2.0;8679.0;2009;Mann;0.00023044129508007836;Kongenitale Missbildungen
Perinatale Todesursachen;120.0;85+;0.0;8679.0;2009;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2219.0;85+;316.0;8679.0;2009;Mann;0.03640972462265238;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1292.0;85+;266.0;8679.0;2009;Mann;0.030648692245650422;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;276.0;85+;15.0;8679.0;2009;Mann;0.0017283097131005876;Unfälle und Gewalteinwirkungen
Suizid;827.0;85+;44.0;8679.0;2009;Mann;0.005069708491761723;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;360.0;0-1J;2;151.0;2010;Mann;0.013245033112582781;Infektiöse Krankheiten
Tuberkulose;10.0;0-1J;0;151.0;2010;Mann;0.0;Infektiöse Krankheiten
AIDS;31.0;0-1J;0;151.0;2010;Mann;0.0;Infektiöse Krankheiten
Bösartige Tumoren;9054.0;0-1J;0;151.0;2010;Mann;0.0;Bösartige Tumoren
Magen;307.0;0-1J;0;151.0;2010;Mann;0.0;Bösartige Tumoren
Dickdarm;661.0;0-1J;0;151.0;2010;Mann;0.0;Bösartige Tumoren
Lunge;2059.0;0-1J;0;151.0;2010;Mann;0.0;Bösartige Tumoren
Brust;10.0;0-1J;0;151.0;2010;Mann;0.0;Bösartige Tumoren
Prostata;1421.0;0-1J;0;151.0;2010;Mann;0.0;Bösartige Tumoren
Diabetes mellitus;565.0;0-1J;0;151.0;2010;Mann;0.0;Diabetes mellitus
Demenz;1598.0;0-1J;0;151.0;2010;Mann;0.0;Demenz
Kreislaufsystem;9924.0;0-1J;1;151.0;2010;Mann;0.006622516556291391;Kreislaufsystem
Herzkrankheiten  insgesamt;7677.0;0-1J;1;151.0;2010;Mann;0.006622516556291391;Kreislaufsystem
Ischämische Herzkrankheiten;4351.0;0-1J;0;151.0;2010;Mann;0.0;Kreislaufsystem
Lungenembolie;102.0;0-1J;0;151.0;2010;Mann;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1589.0;0-1J;0;151.0;2010;Mann;0.0;Kreislaufsystem
Atmungsorgane insgesamt;2007.0;0-1J;1;151.0;2010;Mann;0.006622516556291391;Atmungsorgane insgesamt
Grippe;1.0;0-1J;0;151.0;2010;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;518.0;0-1J;0;151.0;2010;Mann;0.0;Atmungsorgane insgesamt
Chronische Bronchitis;1078.0;0-1J;0;151.0;2010;Mann;0.0;Atmungsorgane insgesamt
Asthma;23.0;0-1J;0;151.0;2010;Mann;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;356.0;0-1J;0;151.0;2010;Mann;0.0;Alkoholische Leberzirrhose
Harnorgane;399.0;0-1J;1;151.0;2010;Mann;0.006622516556291391;Harnorgane
Kongenitale Missbildungen;115.0;0-1J;38;151.0;2010;Mann;0.25165562913907286;Kongenitale Missbildungen
Perinatale Todesursachen;92.0;0-1J;92;151.0;2010;Mann;0.609271523178808;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2112.0;0-1J;2;151.0;2010;Mann;0.013245033112582781;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1303.0;0-1J;2;151.0;2010;Mann;0.013245033112582781;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;257.0;0-1J;0;151.0;2010;Mann;0.0;Unfälle und Gewalteinwirkungen
Suizid;723.0;0-1J;0;151.0;2010;Mann;0.0;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;360.0;1-14J;1.0;54.0;2010;Mann;0.018518518518518517;Infektiöse Krankheiten
Tuberkulose;10.0;1-14J;0.0;54.0;2010;Mann;0.0;Infektiöse Krankheiten
AIDS;31.0;1-14J;0.0;54.0;2010;Mann;0.0;Infektiöse Krankheiten
Bösartige Tumoren;9054.0;1-14J;12.0;54.0;2010;Mann;0.2222222222222222;Bösartige Tumoren
Magen;307.0;1-14J;0.0;54.0;2010;Mann;0.0;Bösartige Tumoren
Dickdarm;661.0;1-14J;0.0;54.0;2010;Mann;0.0;Bösartige Tumoren
Lunge;2059.0;1-14J;0.0;54.0;2010;Mann;0.0;Bösartige Tumoren
Brust;10.0;1-14J;0.0;54.0;2010;Mann;0.0;Bösartige Tumoren
Prostata;1421.0;1-14J;0.0;54.0;2010;Mann;0.0;Bösartige Tumoren
Diabetes mellitus;565.0;1-14J;0.0;54.0;2010;Mann;0.0;Diabetes mellitus
Demenz;1598.0;1-14J;0.0;54.0;2010;Mann;0.0;Demenz
Kreislaufsystem;9924.0;1-14J;2.0;54.0;2010;Mann;0.037037037037037035;Kreislaufsystem
Herzkrankheiten  insgesamt;7677.0;1-14J;2.0;54.0;2010;Mann;0.037037037037037035;Kreislaufsystem
Ischämische Herzkrankheiten;4351.0;1-14J;0.0;54.0;2010;Mann;0.0;Kreislaufsystem
Lungenembolie;102.0;1-14J;0.0;54.0;2010;Mann;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1589.0;1-14J;0.0;54.0;2010;Mann;0.0;Kreislaufsystem
Atmungsorgane insgesamt;2007.0;1-14J;2.0;54.0;2010;Mann;0.037037037037037035;Atmungsorgane insgesamt
Grippe;1.0;1-14J;0.0;54.0;2010;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;518.0;1-14J;2.0;54.0;2010;Mann;0.037037037037037035;Atmungsorgane insgesamt
Chronische Bronchitis;1078.0;1-14J;0.0;54.0;2010;Mann;0.0;Atmungsorgane insgesamt
Asthma;23.0;1-14J;0.0;54.0;2010;Mann;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;356.0;1-14J;0.0;54.0;2010;Mann;0.0;Alkoholische Leberzirrhose
Harnorgane;399.0;1-14J;0.0;54.0;2010;Mann;0.0;Harnorgane
Kongenitale Missbildungen;115.0;1-14J;4.0;54.0;2010;Mann;0.07407407407407407;Kongenitale Missbildungen
Perinatale Todesursachen;92.0;1-14J;0.0;54.0;2010;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2112.0;1-14J;18.0;54.0;2010;Mann;0.3333333333333333;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1303.0;1-14J;15.0;54.0;2010;Mann;0.2777777777777778;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;257.0;1-14J;7.0;54.0;2010;Mann;0.12962962962962962;Unfälle und Gewalteinwirkungen
Suizid;723.0;1-14J;2.0;54.0;2010;Mann;0.037037037037037035;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;360.0;15-44J;28.0;1099.0;2010;Mann;0.025477707006369428;Infektiöse Krankheiten
Tuberkulose;10.0;15-44J;2.0;1099.0;2010;Mann;0.0018198362147406734;Infektiöse Krankheiten
AIDS;31.0;15-44J;7.0;1099.0;2010;Mann;0.006369426751592357;Infektiöse Krankheiten
Bösartige Tumoren;9054.0;15-44J;183.0;1099.0;2010;Mann;0.1665150136487716;Bösartige Tumoren
Magen;307.0;15-44J;12.0;1099.0;2010;Mann;0.01091901728844404;Bösartige Tumoren
Dickdarm;661.0;15-44J;10.0;1099.0;2010;Mann;0.009099181073703366;Bösartige Tumoren
Lunge;2059.0;15-44J;25.0;1099.0;2010;Mann;0.022747952684258416;Bösartige Tumoren
Brust;10.0;15-44J;1.0;1099.0;2010;Mann;0.0009099181073703367;Bösartige Tumoren
Prostata;1421.0;15-44J;1.0;1099.0;2010;Mann;0.0009099181073703367;Bösartige Tumoren
Diabetes mellitus;565.0;15-44J;7.0;1099.0;2010;Mann;0.006369426751592357;Diabetes mellitus
Demenz;1598.0;15-44J;0.0;1099.0;2010;Mann;0.0;Demenz
Kreislaufsystem;9924.0;15-44J;132.0;1099.0;2010;Mann;0.12010919017288443;Kreislaufsystem
Herzkrankheiten  insgesamt;7677.0;15-44J;114.0;1099.0;2010;Mann;0.10373066424021839;Kreislaufsystem
Ischämische Herzkrankheiten;4351.0;15-44J;54.0;1099.0;2010;Mann;0.04913557779799818;Kreislaufsystem
Lungenembolie;102.0;15-44J;5.0;1099.0;2010;Mann;0.004549590536851683;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1589.0;15-44J;10.0;1099.0;2010;Mann;0.009099181073703366;Kreislaufsystem
Atmungsorgane insgesamt;2007.0;15-44J;9.0;1099.0;2010;Mann;0.00818926296633303;Atmungsorgane insgesamt
Grippe;1.0;15-44J;0.0;1099.0;2010;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;518.0;15-44J;3.0;1099.0;2010;Mann;0.00272975432211101;Atmungsorgane insgesamt
Chronische Bronchitis;1078.0;15-44J;0.0;1099.0;2010;Mann;0.0;Atmungsorgane insgesamt
Asthma;23.0;15-44J;2.0;1099.0;2010;Mann;0.0018198362147406734;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;356.0;15-44J;18.0;1099.0;2010;Mann;0.01637852593266606;Alkoholische Leberzirrhose
Harnorgane;399.0;15-44J;0.0;1099.0;2010;Mann;0.0;Harnorgane
Kongenitale Missbildungen;115.0;15-44J;20.0;1099.0;2010;Mann;0.018198362147406732;Kongenitale Missbildungen
Perinatale Todesursachen;92.0;15-44J;0.0;1099.0;2010;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2112.0;15-44J;531.0;1099.0;2010;Mann;0.48316651501364877;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1303.0;15-44J;276.0;1099.0;2010;Mann;0.25113739763421294;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;257.0;15-44J;110.0;1099.0;2010;Mann;0.10009099181073704;Unfälle und Gewalteinwirkungen
Suizid;723.0;15-44J;233.0;1099.0;2010;Mann;0.21201091901728844;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;360.0;45-64J;79.0;4868.0;2010;Mann;0.016228430566967954;Infektiöse Krankheiten
Tuberkulose;10.0;45-64J;2.0;4868.0;2010;Mann;0.0004108463434675431;Infektiöse Krankheiten
AIDS;31.0;45-64J;19.0;4868.0;2010;Mann;0.0039030402629416597;Infektiöse Krankheiten
Bösartige Tumoren;9054.0;45-64J;1973.0;4868.0;2010;Mann;0.4052999178307313;Bösartige Tumoren
Magen;307.0;45-64J;79.0;4868.0;2010;Mann;0.016228430566967954;Bösartige Tumoren
Dickdarm;661.0;45-64J;129.0;4868.0;2010;Mann;0.026499589153656532;Bösartige Tumoren
Lunge;2059.0;45-64J;555.0;4868.0;2010;Mann;0.11400986031224322;Bösartige Tumoren
Brust;10.0;45-64J;1.0;4868.0;2010;Mann;0.00020542317173377156;Bösartige Tumoren
Prostata;1421.0;45-64J;76.0;4868.0;2010;Mann;0.015612161051766639;Bösartige Tumoren
Diabetes mellitus;565.0;45-64J;66.0;4868.0;2010;Mann;0.013557929334428924;Diabetes mellitus
Demenz;1598.0;45-64J;13.0;4868.0;2010;Mann;0.0026705012325390306;Demenz
Kreislaufsystem;9924.0;45-64J;1106.0;4868.0;2010;Mann;0.22719802793755137;Kreislaufsystem
Herzkrankheiten  insgesamt;7677.0;45-64J;914.0;4868.0;2010;Mann;0.18775677896466722;Kreislaufsystem
Ischämische Herzkrankheiten;4351.0;45-64J;604.0;4868.0;2010;Mann;0.12407559572719803;Kreislaufsystem
Lungenembolie;102.0;45-64J;21.0;4868.0;2010;Mann;0.004313886606409203;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1589.0;45-64J;121.0;4868.0;2010;Mann;0.02485620377978636;Kreislaufsystem
Atmungsorgane insgesamt;2007.0;45-64J;152.0;4868.0;2010;Mann;0.031224322103533278;Atmungsorgane insgesamt
Grippe;1.0;45-64J;0.0;4868.0;2010;Mann;0.0;Atmungsorgane insgesamt
Pneumonie;518.0;45-64J;36.0;4868.0;2010;Mann;0.007395234182415777;Atmungsorgane insgesamt
Chronische Bronchitis;1078.0;45-64J;74.0;4868.0;2010;Mann;0.015201314708299097;Atmungsorgane insgesamt
Asthma;23.0;45-64J;4.0;4868.0;2010;Mann;0.0008216926869350862;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;356.0;45-64J;168.0;4868.0;2010;Mann;0.03451109285127362;Alkoholische Leberzirrhose
Harnorgane;399.0;45-64J;17.0;4868.0;2010;Mann;0.003492193919474117;Harnorgane
Kongenitale Missbildungen;115.0;45-64J;31.0;4868.0;2010;Mann;0.006368118323746919;Kongenitale Missbildungen
Perinatale Todesursachen;92.0;45-64J;0.0;4868.0;2010;Mann;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2112.0;45-64J;598.0;4868.0;2010;Mann;0.1228430566967954;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1303.0;45-64J;288.0;4868.0;2010;Mann;0.05916187345932621;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;257.0;45-64J;72.0;4868.0;2010;Mann;0.014790468364831553;Unfälle und Gewalteinwirkungen
Suizid;723.0;45-64J;284.0;4868.0;2010;Mann;0.05834018077239113;Unfälle und Gewalteinwirkungen
Infektiöse Krankheiten;360.0;65-84J;156.0;15032.0;2010;Mann;0.010377860564129857;Infektiöse Krankheiten
Tuberkulose;10.0;65-84J;3.0;15032.0;2010;Mann;0.00019957424161788184;Infektiöse Krankheiten
AIDS;31.0;65-84J;4.0;15032.0;2010;Mann;0.00026609898882384245;Infektiöse Krankheiten
Bösartige Tumoren;9054.0;65-84J;5329.0;15032.0;2010;Mann;0.3545103778605641;Bösartige Tumoren
Magen;307.0;65-84J;169.0;15032.0;2010;Mann;0.011242682277807343;Bösartige Tumoren
Dickdarm;661.0;65-84J;405.0;15032.0;2010;Mann;0.02694252261841405;Bösartige Tumoren
Lunge;2059.0;65-84J;1293.0;15032.0;2010;Mann;0.08601649813730708;Bösartige Tumoren
Brust;10.0;65-84J;6.0;15032.0;2010;Mann;0.0003991484832357637;Bösartige Tumoren
Prostata;1421.0;65-84J;807.0;15032.0;2010;Mann;0.05368547099521022;Bösartige Tumoren
Diabetes mellitus;565.0;65-84J;331.0;15032.0;2010;Mann;0.022019691325172966;Diabetes mellitus
Demenz;1598.0;65-84J;638.0;15032.0;2010;Mann;0.042442788717402875;Demenz
Kreislaufsystem;9924.0;65-84J;4786.0;15032.0;2010;Mann;0.3183874401277275;Kreislaufsystem
Herzkrankheiten  insgesamt;7677.0;65-84J;3615.0;15032.0;2010;Mann;0.24048696114954762;Kreislaufsystem
Ischämische Herzkrankheiten;4351.0;65-84J;2169.0;15032.0;2010;Mann;0.14429217668972857;Kreislaufsystem
Lungenembolie;102.0;65-84J;47.0;15032.0;2010;Mann;0.003126663118680149;Kreislaufsystem
Zerebrovaskuläre Krankheiten;1589.0;65-84J;832.0;15032.0;2010;Mann;0.05534858967535923;Kreislaufsystem
Atmungsorgane insgesamt;2007.0;65-84J;1064.0;15032.0;2010;Mann;0.0707823310271421;Atmungsorgane insgesamt
Grippe;1.0;65-84J;1.0;15032.0;2010;Mann;6.652474720596061e-05;Atmungsorgane insgesamt
Pneumonie;518.0;65-84J;213.0;15032.0;2010;Mann;0.014169771154869611;Atmungsorgane insgesamt
Chronische Bronchitis;1078.0;65-84J;639.0;15032.0;2010;Mann;0.04250931346460884;Atmungsorgane insgesamt
Asthma;23.0;65-84J;10.0;15032.0;2010;Mann;0.0006652474720596061;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;356.0;65-84J;160.0;15032.0;2010;Mann;0.010643959552953698;Alkoholische Leberzirrhose
Harnorgane;399.0;65-84J;188.0;15032.0;2010;Mann;0.012506652474720596;Harnorgane
